Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
"[VIDEO] PDIP Merana di Pemilu 2024, Ucapan Bambang Pacul Terbukti? http://dlvr.it/T2qG6F #youtube","[video] pdip merana di pemilu 2024, ucapan bambang pacul terbukti? http://dlvr.it/t2qg6f #youtube", video pdip merana di pemilu  ucapan bambang pacul terbukti  ,video pdip merana di pemilu ucapan bambang pacul terbukti,video pdip merana di pemilu ucapan bambang pacul terbukti,video pdip merana pemilu ucapan bambang pacul terbukti,video pdip merana pemilu ucap bambang pacul bukti,"['video', 'pdip', 'merana', 'pemilu', 'ucap', 'bambang', 'pacul', 'bukti']",video pdip merana pemilu ucap bambang pacul bukti,-13,Negative
"Peran Aparat Keamanan Jaya Stabiltas Penyelenggaraan Pemilu 2024 di Papua

#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","peran aparat keamanan jaya stabiltas penyelenggaraan pemilu 2024 di papua

#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",peran aparat keamanan jaya stabiltas penyelenggaraan pemilu di papua       ,peran aparat keamanan jaya stabiltas penyelenggaraan pemilu di papua,peran aparat keamanan jaya stabiltas penyelenggaraan pemilu di papua,peran aparat keamanan jaya stabiltas penyelenggaraan pemilu papua,peran aparat aman jaya stabiltas selenggara pemilu papua,"['peran', 'aparat', 'aman', 'jaya', 'stabiltas', 'selenggara', 'pemilu', 'papua']",peran aparat aman jaya stabiltas selenggara pemilu papua,4,Positive
"Aparat Keamanan Amankan Penyelenggaraan Pemilu 2024 di Papua

#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","aparat keamanan amankan penyelenggaraan pemilu 2024 di papua

#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",aparat keamanan amankan penyelenggaraan pemilu di papua       ,aparat keamanan amankan penyelenggaraan pemilu di papua,aparat keamanan amankan penyelenggaraan pemilu di papua,aparat keamanan amankan penyelenggaraan pemilu papua,aparat aman aman selenggara pemilu papua,"['aparat', 'aman', 'aman', 'selenggara', 'pemilu', 'papua']",aparat aman aman selenggara pemilu papua,0,Neutral
"Penyelenggaraan Pemilu 2024 di Papua Sukses Dengan Kehadiran Aparat Keamanan

#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","penyelenggaraan pemilu 2024 di papua sukses dengan kehadiran aparat keamanan

#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",penyelenggaraan pemilu di papua sukses dengan kehadiran aparat keamanan       ,penyelenggaraan pemilu di papua sukses dengan kehadiran aparat keamanan,penyelenggaraan pemilu di papua sukses dengan kehadiran aparat keamanan,penyelenggaraan pemilu papua sukses kehadiran aparat keamanan,selenggara pemilu papua sukses hadir aparat aman,"['selenggara', 'pemilu', 'papua', 'sukses', 'hadir', 'aparat', 'aman']",selenggara pemilu papua sukses hadir aparat aman,5,Positive
"Selain Fuad, Arman Rahmansyah (38) juga melakukan pengabdian sosial terakhir kalinya, justru saat Indonesia memilih pemimpinnya. Anggota KPPS TPS 01 Desa Cipondok, Kabupaten Tasikmalaya, itu juga meninggal saat bertugas pada Rabu. #Pemilu2024 #AdadiKompas","selain fuad, arman rahmansyah (38) juga melakukan pengabdian sosial terakhir kalinya, justru saat indonesia memilih pemimpinnya. anggota kpps tps 01 desa cipondok, kabupaten tasikmalaya, itu juga meninggal saat bertugas pada rabu. #pemilu2024 #adadikompas",selain fuad arman rahmansyah  juga melakukan pengabdian sosial terakhir kalinya justru saat indonesia memilih pemimpinnya anggota kpps tps desa cipondok kabupaten tasikmalaya itu juga meninggal saat bertugas pada rabu   ,selain fuad arman rahmansyah juga melakukan pengabdian sosial terakhir kalinya justru saat indonesia memilih pemimpinnya anggota kpps tps desa cipondok kabupaten tasikmalaya itu juga meninggal saat bertugas pada rabu,selain fuad arman rahmansyah juga melakukan pengabdian sosial terakhir kalinya justru saat indonesia memilih pemimpinnya anggota kpps tps desa cipondok kabupaten tasikmalaya itu juga meninggal saat bertugas pada rabu,fuad arman rahmansyah pengabdian sosial kalinya indonesia memilih pemimpinnya anggota kpps desa cipondok kabupaten tasikmalaya meninggal bertugas rabu,fuad arman rahmansyah abdi sosial kali indonesia pilih pimpin anggota kpps desa cipondok kabupaten tasikmalaya tinggal tugas rabu,"['fuad', 'arman', 'rahmansyah', 'abdi', 'sosial', 'kali', 'indonesia', 'pilih', 'pimpin', 'anggota', 'kpps', 'desa', 'cipondok', 'kabupaten', 'tasikmalaya', 'tinggal', 'tugas', 'rabu']",fuad arman rahmansyah abdi sosial kali indonesia pilih pimpin anggota kpps desa cipondok kabupaten tasikmalaya tinggal tugas rabu,-1,Negative
"Kepergian Fuad Holik (43), anggota Panitia Pemungutan Suara (PPS) Desa Sukamaju, Kabupaten Tasikmalaya, Jawa Barat, menyentak sejumlah pihak. Dia meninggal saat berusaha keras menuntaskan tugasnya menjaga pesta demokrasi pada Rabu (14/2/2024). #Pemilu2024 #AdadiKompas","kepergian fuad holik (43), anggota panitia pemungutan suara (pps) desa sukamaju, kabupaten tasikmalaya, jawa barat, menyentak sejumlah pihak. dia meninggal saat berusaha keras menuntaskan tugasnya menjaga pesta demokrasi pada rabu (14/2/2024). #pemilu2024 #adadikompas",kepergian fuad holik   anggota panitia pemungutan suara pps desa sukamaju kabupaten tasikmalaya jawa barat menyentak sejumlah pihak dia meninggal saat berusaha keras menuntaskan tugasnya menjaga pesta demokrasi pada rabu     ,kepergian fuad holik anggota panitia pemungutan suara pps desa sukamaju kabupaten tasikmalaya jawa barat menyentak sejumlah pihak dia meninggal saat berusaha keras menuntaskan tugasnya menjaga pesta demokrasi pada rabu,kepergian fuad holik anggota panitia pemungutan suara pps desa sukamaju kabupaten tasikmalaya jawa barat menyentak sejumlah pihak dia meninggal saat berusaha keras menuntaskan tugasnya menjaga pesta demokrasi pada rabu,kepergian fuad holik anggota panitia pemungutan suara pps desa sukamaju kabupaten tasikmalaya jawa barat menyentak meninggal berusaha keras menuntaskan tugasnya menjaga pesta demokrasi rabu,pergi fuad holik anggota panitia mungut suara pps desa sukamaju kabupaten tasikmalaya jawa barat sentak tinggal usaha keras tuntas tugas jaga pesta demokrasi rabu,"['pergi', 'fuad', 'holik', 'anggota', 'panitia', 'mungut', 'suara', 'pps', 'desa', 'sukamaju', 'kabupaten', 'tasikmalaya', 'jawa', 'barat', 'sentak', 'tinggal', 'usaha', 'keras', 'tuntas', 'tugas', 'jaga', 'pesta', 'demokrasi', 'rabu']",pergi fuad holik anggota panitia mungut suara pps desa sukamaju kabupaten tasikmalaya jawa barat sentak tinggal usaha keras tuntas tugas jaga pesta demokrasi rabu,10,Positive
"Pada Hari Jumat Tanggal 16 Februari 2024, Anggota Polsek Bungur melaksanakan Pengamanan Logistik Pemilu 2024 Bertempat di Gudang PPK Bungur.","pada hari jumat tanggal 16 februari 2024, anggota polsek bungur melaksanakan pengamanan logistik pemilu 2024 bertempat di gudang ppk bungur.",pada hari jumat tanggal februari  anggota polsek bungur melaksanakan pengamanan logistik pemilu bertempat di gudang ppk bungur ,pada hari jumat tanggal februari anggota polsek bungur melaksanakan pengamanan logistik pemilu bertempat di gudang ppk bungur,pada hari jumat tanggal februari anggota polsek bungur melaksanakan pengamanan logistik pemilu bertempat di gudang ppk bungur,jumat tanggal februari anggota polsek bungur melaksanakan pengamanan logistik pemilu bertempat gudang ppk bungur,jumat tanggal februari anggota polsek bungur laksana aman logistik pemilu tempat gudang ppk bungur,"['jumat', 'tanggal', 'februari', 'anggota', 'polsek', 'bungur', 'laksana', 'aman', 'logistik', 'pemilu', 'tempat', 'gudang', 'ppk', 'bungur']",jumat tanggal februari anggota polsek bungur laksana aman logistik pemilu tempat gudang ppk bungur,-8,Negative
"Pemilu 2024 mencerminkan kesadaran politik yang matang di Indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 

#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","pemilu 2024 mencerminkan kesadaran politik yang matang di indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 

#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri       ,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik matang indonesia antusiasme pemilih negeri,pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,"['pemilu', 'cermin', 'sadar', 'politik', 'matang', 'indonesia', 'antusiasme', 'pilih', 'negeri']",pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,5,Positive
"oleh PPK Kapanewon Prambanan Sleman. Jum'at, 16/02/2024.

#JagaNetralitas
Bersama Kawal Pemilu","oleh ppk kapanewon prambanan sleman. jum'at, 16/02/2024.

#jaganetralitas
bersama kawal pemilu",oleh ppk kapanewon prambanan sleman jum at     bersama kawal pemilu,oleh ppk kapanewon prambanan sleman jum at bersama kawal pemilu,oleh ppk kapanewon prambanan sleman jum at bersama kawal pemilu,ppk kapanewon prambanan sleman jum kawal pemilu,ppk kapanewon prambanan sleman jum kawal pemilu,"['ppk', 'kapanewon', 'prambanan', 'sleman', 'jum', 'kawal', 'pemilu']",ppk kapanewon prambanan sleman jum kawal pemilu,1,Positive
PATROLI DIALOGIS SATGAS KAMSEL PASCA PEMILU 2024,patroli dialogis satgas kamsel pasca pemilu 2024,patroli dialogis satgas kamsel pasca pemilu ,patroli dialogis satgas kamsel pasca pemilu,patroli dialogis satgas kamsel pasca pemilu,patroli dialogis satgas kamsel pasca pemilu,patroli dialogis satgas kamsel pasca pemilu,"['patroli', 'dialogis', 'satgas', 'kamsel', 'pasca', 'pemilu']",patroli dialogis satgas kamsel pasca pemilu,2,Positive
"Alhamdulillah TPS 159 data input KPU sesuai dgn hasil d TPS 
#Pemilu2024 
#sirekap 
#awasikecuranganpemilu","alhamdulillah tps 159 data input kpu sesuai dgn hasil d tps 
#pemilu2024 
#sirekap 
#awasikecuranganpemilu",alhamdulillah tps data input kpu sesuai dgn hasil d tps     ,alhamdulillah tps data input kpu sesuai dengan  hasil d tps,alhamdulillah tps data input kpu sesuai dengan hasil d tps,alhamdulillah data input sesuai hasil,alhamdulillah data input sesuai hasil,"['alhamdulillah', 'data', 'input', 'sesuai', 'hasil']",alhamdulillah data input sesuai hasil,8,Positive
"Pemilu 2024 mencerminkan kesadaran politik yang matang di Indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 

#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","pemilu 2024 mencerminkan kesadaran politik yang matang di indonesia, dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri. 

#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri       ,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik yang matang di indonesia dengan antusiasme pemilih yang tinggi baik di dalam maupun luar negeri,pemilu mencerminkan kesadaran politik matang indonesia antusiasme pemilih negeri,pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,"['pemilu', 'cermin', 'sadar', 'politik', 'matang', 'indonesia', 'antusiasme', 'pilih', 'negeri']",pemilu cermin sadar politik matang indonesia antusiasme pilih negeri,5,Positive
"Bekerja terus secara profesional, buktikan kepada rakyat bahwa Pemilu 2024 berhasil.","bekerja terus secara profesional, buktikan kepada rakyat bahwa pemilu 2024 berhasil.",bekerja terus secara profesional buktikan kepada rakyat bahwa pemilu berhasil ,bekerja terus secara profesional buktikan kepada rakyat bahwa pemilu berhasil,bekerja terus secara profesional buktikan kepada rakyat bahwa pemilu berhasil,profesional buktikan rakyat pemilu berhasil,profesional bukti rakyat pemilu hasil,"['profesional', 'bukti', 'rakyat', 'pemilu', 'hasil']",profesional bukti rakyat pemilu hasil,0,Neutral
"[ #Pemilu2024 ] Anggota KPPS di Malang dan Probolinggo Meninggal Seusai Bertugas
#AdadiKompas","[ #pemilu2024 ] anggota kpps di malang dan probolinggo meninggal seusai bertugas
#adadikompas",   anggota kpps di malang dan probolinggo meninggal seusai bertugas ,anggota kpps di malang dan probolinggo meninggal seusai bertugas,anggota kpps di malang dan probolinggo meninggal seusai bertugas,anggota kpps malang probolinggo meninggal bertugas,anggota kpps malang probolinggo tinggal tugas,"['anggota', 'kpps', 'malang', 'probolinggo', 'tinggal', 'tugas']",anggota kpps malang probolinggo tinggal tugas,-8,Negative
"Kapolsek Prambanan Sleman Kompol Suranto, S.H., M.H. bersama anggota Polsek menghadiri dan pengamanan giat Pembukaan rekapitulasi hasil pemungutan suara pemilu 2024 oleh Bu Panewu Dra. Siti Wahyu Purwaningsih, dengan dihadiri saksi-saksi partai serta di pimpin oleh..","kapolsek prambanan sleman kompol suranto, s.h., m.h. bersama anggota polsek menghadiri dan pengamanan giat pembukaan rekapitulasi hasil pemungutan suara pemilu 2024 oleh bu panewu dra. siti wahyu purwaningsih, dengan dihadiri saksi-saksi partai serta di pimpin oleh..",kapolsek prambanan sleman kompol suranto s h  m h bersama anggota polsek menghadiri dan pengamanan giat pembukaan rekapitulasi hasil pemungutan suara pemilu oleh bu panewu dra siti wahyu purwaningsih dengan dihadiri saksi saksi partai serta di pimpin oleh ,kapolsek prambanan sleman kompol suranto s h m h bersama anggota polsek menghadiri dan pengamanan giat pembukaan rekapitulasi hasil pemungutan suara pemilu oleh bu panewu dra siti wahyu purwaningsih dengan dihadiri saksi saksi partai serta di pimpin oleh,kapolsek prambanan sleman kompol suranto s h m h bersama anggota polsek menghadiri dan pengamanan giat pembukaan rekapitulasi hasil pemungutan suara pemilu oleh bu panewu dra siti wahyu purwaningsih dengan dihadiri saksi saksi partai serta di pimpin oleh,kapolsek prambanan sleman kompol suranto anggota polsek menghadiri pengamanan giat pembukaan rekapitulasi hasil pemungutan suara pemilu panewu dra siti wahyu purwaningsih dihadiri saksi saksi partai pimpin,kapolsek prambanan sleman kompol suranto anggota polsek hadir aman giat buka rekapitulasi hasil mungut suara pemilu panewu dra siti wahyu purwaningsih hadir saksi saksi partai pimpin,"['kapolsek', 'prambanan', 'sleman', 'kompol', 'suranto', 'anggota', 'polsek', 'hadir', 'aman', 'giat', 'buka', 'rekapitulasi', 'hasil', 'mungut', 'suara', 'pemilu', 'panewu', 'dra', 'siti', 'wahyu', 'purwaningsih', 'hadir', 'saksi', 'saksi', 'partai', 'pimpin']",kapolsek prambanan sleman kompol suranto anggota polsek hadir aman giat buka rekapitulasi hasil mungut suara pemilu panewu dra siti wahyu purwaningsih hadir saksi saksi partai pimpin,13,Positive
Jaga Situasi Kamtibmas paska Pencoblosan pemilu 2024,jaga situasi kamtibmas paska pencoblosan pemilu 2024,jaga situasi kamtibmas paska pencoblosan pemilu ,jaga situasi kamtibmas paska pencoblosan pemilu,jaga situasi kamtibmas paska pencoblosan pemilu,jaga situasi kamtibmas paska pencoblosan pemilu,jaga situasi kamtibmas paska coblos pemilu,"['jaga', 'situasi', 'kamtibmas', 'paska', 'coblos', 'pemilu']",jaga situasi kamtibmas paska coblos pemilu,2,Positive
"Kapolda Kalbar beserta beberapa PJU Polda Kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu 2024 tingkat Kecamatan.

Arahan Kapolda Kalbar kepada personel pengamanan, tetap selalu Tingkatkan Kewaspadaan 

#OpsMantapBrataKapuas2024 #PemiluDamai","kapolda kalbar beserta beberapa pju polda kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu 2024 tingkat kecamatan.

arahan kapolda kalbar kepada personel pengamanan, tetap selalu tingkatkan kewaspadaan 

#opsmantapbratakapuas2024 #pemiludamai",kapolda kalbar beserta beberapa pju polda kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu tingkat kecamatan  arahan kapolda kalbar kepada personel pengamanan tetap selalu tingkatkan kewaspadaan   ,kapolda kalbar beserta beberapa pju polda kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu tingkat kecamatan arahan kapolda kalbar kepada personel pengamanan tetap selalu tingkatkan kewaspadaan,kapolda kalbar beserta beberapa pju polda kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu tingkat kecamatan arahan kapolda kalbar kepada personel pengamanan tetap selalu tingkatkan kewaspadaan,kapolda kalbar beserta pju polda kalbar melaksanakan kegiatan pengecekan gudang penyimpanan kotak suara pemilu tingkat kecamatan arahan kapolda kalbar personel pengamanan tingkatkan kewaspadaan,kapolda kalbar serta pju polda kalbar laksana giat kece gudang simpan kotak suara pemilu tingkat camat arah kapolda kalbar personel aman tingkat waspada,"['kapolda', 'kalbar', 'serta', 'pju', 'polda', 'kalbar', 'laksana', 'giat', 'kece', 'gudang', 'simpan', 'kotak', 'suara', 'pemilu', 'tingkat', 'camat', 'arah', 'kapolda', 'kalbar', 'personel', 'aman', 'tingkat', 'waspada']",kapolda kalbar serta pju polda kalbar laksana giat kece gudang simpan kotak suara pemilu tingkat camat arah kapolda kalbar personel aman tingkat waspada,9,Positive
"Fahri Hamzah Bandingkan Pemilu 2019 dengan 2024, Sebut Kecurangan Saat Ini Dilakukan Semua Calon 
 http://kontenislam.com/2024/02/fahri-hamzah-bandingkan-pemilu-2019.html…","fahri hamzah bandingkan pemilu 2019 dengan 2024, sebut kecurangan saat ini dilakukan semua calon 
 http://kontenislam.com/2024/02/fahri-hamzah-bandingkan-pemilu-2019.html…",fahri hamzah bandingkan pemilu dengan  sebut kecurangan saat ini dilakukan semua calon  ,fahri hamzah bandingkan pemilu dengan sebut kecurangan saat ini dilakukan semua calon,fahri hamzah bandingkan pemilu dengan sebut kecurangan saat ini dilakukan semua calon,fahri hamzah bandingkan pemilu kecurangan calon,fahri hamzah banding pemilu curang calon,"['fahri', 'hamzah', 'banding', 'pemilu', 'curang', 'calon']",fahri hamzah banding pemilu curang calon,-2,Negative
